seqName,sampleDate,seqId,location,clade,pangoLineages,nextStrainClade,whoClade
hCoV-19/Shanghai/SJTU-237071/2022|EPI_ISL_16327638|2022-12-15,2022-12-15,EPI_ISL_16327638,Shanghai,22E (Omicron),BQ.1.25,22E,Omicron
hCoV-19/Shanghai/SJTU-237072/2022|EPI_ISL_16327639|2022-12-16,2022-12-16,EPI_ISL_16327639,Shanghai,22E (Omicron),BQ.1,22E,Omicron
hCoV-19/Shanghai/SJTU-237075/2022|EPI_ISL_16327640|2022-12-18,2022-12-18,EPI_ISL_16327640,Shanghai,22B (Omicron),BA.5.2.1,22B,Omicron
hCoV-19/Shanghai/SJTU-237076/2022|EPI_ISL_16327641|2022-12-16,2022-12-16,EPI_ISL_16327641,Shanghai,22B (Omicron),BA.5,22B,Omicron
hCoV-19/Shanghai/SJTU-237078/2022|EPI_ISL_16327642|2022-12-16,2022-12-16,EPI_ISL_16327642,Shanghai,22B (Omicron),BF.7.15,22B,Omicron
hCoV-19/Shanghai/SJTU-237079/2022|EPI_ISL_16327643|2022-12-14,2022-12-14,EPI_ISL_16327643,Shanghai,22B (Omicron),BF.5,22B,Omicron
hCoV-19/Shanghai/SJTU-237081/2022|EPI_ISL_16327644|2022-12-15,2022-12-15,EPI_ISL_16327644,Shanghai,22B (Omicron),BA.5.2.1,22B,Omicron
hCoV-19/Shanghai/SJTU-237082/2022|EPI_ISL_16327645|2022-12-15,2022-12-15,EPI_ISL_16327645,Shanghai,22D (Omicron),BN.1.3,22D,Omicron
hCoV-19/Shanghai/SJTU-237087/2022|EPI_ISL_16327646|2022-12-14,2022-12-14,EPI_ISL_16327646,Shanghai,22D (Omicron),BN.1.3.1,22D,Omicron
hCoV-19/Shanghai/SJTU-237089/2022|EPI_ISL_16327647|2022-12-19,2022-12-19,EPI_ISL_16327647,Shanghai,22B (Omicron),BF.7,22B,Omicron
hCoV-19/Shanghai/SJTU-237095/2022|EPI_ISL_16327648|2022-12-14,2022-12-14,EPI_ISL_16327648,Shanghai,22B (Omicron),BA.5.2,22B,Omicron
hCoV-19/Shanghai/SJTU-237096/2022|EPI_ISL_16327649|2022-12-12,2022-12-12,EPI_ISL_16327649,Shanghai,recombinant,XBK,recombinant,recombinant
hCoV-19/Shanghai/SJTU-237101/2022|EPI_ISL_16327650|2022-12-11,2022-12-11,EPI_ISL_16327650,Shanghai,22E (Omicron),BQ.1.28,22E,Omicron
hCoV-19/Shanghai/SJTU-237103/2022|EPI_ISL_16327651|2022-12-14,2022-12-14,EPI_ISL_16327651,Shanghai,22B (Omicron),BA.5.2.1,22B,Omicron
hCoV-19/Shanghai/SJTU-237109/2022|EPI_ISL_16327652|2022-12-14,2022-12-14,EPI_ISL_16327652,Shanghai,22B (Omicron),BA.5,22B,Omicron
hCoV-19/Shanghai/SJTU-237112/2022|EPI_ISL_16327653|2022-12-14,2022-12-14,EPI_ISL_16327653,Shanghai,22E (Omicron),BQ.1,22E,Omicron
hCoV-19/Shanghai/SJTU-237113/2022|EPI_ISL_16327654|2022-12-16,2022-12-16,EPI_ISL_16327654,Shanghai,22F (Omicron),XBB.1.5,22F,Omicron
hCoV-19/Shanghai/SJTU-237114/2022|EPI_ISL_16327655|2022-12-16,2022-12-16,EPI_ISL_16327655,Shanghai,22D (Omicron),CA.7,22D,Omicron
hCoV-19/Shanghai/SJTU-237118/2022|EPI_ISL_16327656|2022-12-14,2022-12-14,EPI_ISL_16327656,Shanghai,22B (Omicron),BA.5.1.10,22B,Omicron
hCoV-19/Shanghai/SJTU-237124/2022|EPI_ISL_16327657|2022-12-12,2022-12-12,EPI_ISL_16327657,Shanghai,22E (Omicron),BQ.1.1.4,22E,Omicron
hCoV-19/Shanghai/SJTU-237126/2022|EPI_ISL_16327658|2022-12-12,2022-12-12,EPI_ISL_16327658,Shanghai,22B (Omicron),BE.1.4.2,22B,Omicron
hCoV-19/Shanghai/SJTU-237132/2022|EPI_ISL_16327659|2022-12-16,2022-12-16,EPI_ISL_16327659,Shanghai,22E (Omicron),BQ.1.1,22E,Omicron
hCoV-19/Shanghai/SJTU-237137/2022|EPI_ISL_16327660|2022-12-21,2022-12-21,EPI_ISL_16327660,Shanghai,22B (Omicron),BF.27,22B,Omicron
hCoV-19/Shanghai/SJTU-237142/2022|EPI_ISL_16327661|2022-12-17,2022-12-17,EPI_ISL_16327661,Shanghai,22D (Omicron),BN.1.3,22D,Omicron
hCoV-19/Shanghai/SJTU-237146/2022|EPI_ISL_16327662|2022-12-16,2022-12-16,EPI_ISL_16327662,Shanghai,22D (Omicron),BN.1.3.1,22D,Omicron
hCoV-19/Shanghai/SJTU-237148/2022|EPI_ISL_16327663|2022-12-16,2022-12-16,EPI_ISL_16327663,Shanghai,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Shanghai/SJTU-237149/2022|EPI_ISL_16327664|2022-12-17,2022-12-17,EPI_ISL_16327664,Shanghai,22D (Omicron),BN.1.3.1,22D,Omicron
hCoV-19/Shanghai/SJTU-237152/2022|EPI_ISL_16327665|2022-12-14,2022-12-14,EPI_ISL_16327665,Shanghai,22E (Omicron),BQ.1.1,22E,Omicron
hCoV-19/Shanghai/SJTU-237163/2022|EPI_ISL_16327666|2022-12-09,2022-12-09,EPI_ISL_16327666,Shanghai,22E (Omicron),BQ.1.1,22E,Omicron
hCoV-19/Shanghai/SJTU-237165/2022|EPI_ISL_16327667|2022-12-18,2022-12-18,EPI_ISL_16327667,Shanghai,22B (Omicron),BF.5,22B,Omicron
hCoV-19/Shanghai/SJTU-237168/2022|EPI_ISL_16327668|2022-12-15,2022-12-15,EPI_ISL_16327668,Shanghai,22B (Omicron),BA.5.2.34,22B,Omicron
hCoV-19/Shanghai/SJTU-237176/2022|EPI_ISL_16327669|2022-12-09,2022-12-09,EPI_ISL_16327669,Shanghai,22B (Omicron),BA.5.2,22B,Omicron
hCoV-19/Shanghai/SJTU-237179/2022|EPI_ISL_16327670|2022-12-17,2022-12-17,EPI_ISL_16327670,Shanghai,22B (Omicron),BA.5.3,22B,Omicron
hCoV-19/Shanghai/SJTU-237277/2022|EPI_ISL_16327671|2022-12-15,2022-12-15,EPI_ISL_16327671,Shanghai,22E (Omicron),BQ.1.22,22E,Omicron
hCoV-19/Shanghai/SJTU-237278/2022|EPI_ISL_16327672|2022-12-15,2022-12-15,EPI_ISL_16327672,Shanghai,22E (Omicron),BQ.1.1,22E,Omicron
hCoV-19/Shanghai/SJTU-237280/2022|EPI_ISL_16327673|2022-12-14,2022-12-14,EPI_ISL_16327673,Shanghai,22E (Omicron),BQ.1.1,22E,Omicron
hCoV-19/Shanghai/SJTU-237293/2022|EPI_ISL_16327674|2022-12-14,2022-12-14,EPI_ISL_16327674,Shanghai,22E (Omicron),BQ.1.22,22E,Omicron
hCoV-19/Shanghai/SJTU-237375/2022|EPI_ISL_16327675|2022-12-15,2022-12-15,EPI_ISL_16327675,Shanghai,22E (Omicron),BQ.1,22E,Omicron
hCoV-19/Shanghai/SJTU-237381/2022|EPI_ISL_16327676|2022-12-13,2022-12-13,EPI_ISL_16327676,Shanghai,22F (Omicron),XBB,22F,Omicron
hCoV-19/Shanghai/SJTU-237383/2022|EPI_ISL_16327677|2022-12-15,2022-12-15,EPI_ISL_16327677,Shanghai,22B (Omicron),BF.7,22B,Omicron
hCoV-19/Shanghai/SJTU-237385/2022|EPI_ISL_16327678|2022-12-16,2022-12-16,EPI_ISL_16327678,Shanghai,22B (Omicron),BA.5.2,22B,Omicron
hCoV-19/Shanghai/SJTU-237395/2022|EPI_ISL_16327679|2022-12-16,2022-12-16,EPI_ISL_16327679,Shanghai,22B (Omicron),BA.5.2,22B,Omicron
hCoV-19/Shanghai/SJTU-237396/2022|EPI_ISL_16327680|2022-12-15,2022-12-15,EPI_ISL_16327680,Shanghai,22B (Omicron),BF.7,22B,Omicron
hCoV-19/Shanghai/SJTU-237401/2022|EPI_ISL_16327681|2022-12-14,2022-12-14,EPI_ISL_16327681,Shanghai,22B (Omicron),BF.7,22B,Omicron
hCoV-19/Shanghai/SJTU-237402/2022|EPI_ISL_16327682|2022-12-14,2022-12-14,EPI_ISL_16327682,Shanghai,22E (Omicron),BQ.1.23,22E,Omicron
hCoV-19/Shanghai/SJTU-237409/2022|EPI_ISL_16327683|2022-12-19,2022-12-19,EPI_ISL_16327683,Shanghai,22B (Omicron),BF.7,22B,Omicron
hCoV-19/Shanghai/SJTU-237412/2022|EPI_ISL_16327684|2022-12-21,2022-12-21,EPI_ISL_16327684,Shanghai,22F (Omicron),XBB.1,22F,Omicron
hCoV-19/Shanghai/SJTU-237427/2022|EPI_ISL_16327685|2022-12-14,2022-12-14,EPI_ISL_16327685,Shanghai,22E (Omicron),BQ.1.8,22E,Omicron
hCoV-19/Shanghai/SJTU-237441/2022|EPI_ISL_16327686|2022-12-17,2022-12-17,EPI_ISL_16327686,Shanghai,22B (Omicron),BA.5.2.1,22B,Omicron
hCoV-19/Shanghai/SJTU-237442/2022|EPI_ISL_16327687|2022-12-16,2022-12-16,EPI_ISL_16327687,Shanghai,22D (Omicron),BR.2.1,22D,Omicron
hCoV-19/Shanghai/SJTU-237583/2022|EPI_ISL_16327688|2022-12-20,2022-12-20,EPI_ISL_16327688,Shanghai,22E (Omicron),BQ.1.22,22E,Omicron
hCoV-19/Shanghai/SJTU-237682/2022|EPI_ISL_16327689|2022-12-22,2022-12-22,EPI_ISL_16327689,Shanghai,22E (Omicron),BQ.1.22,22E,Omicron
hCoV-19/Fujian/LY-2610/2022|EPI_ISL_16334605|2022-12-17,2022-12-17,EPI_ISL_16334605,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/LY-2611/2022|EPI_ISL_16334606|2022-12-17,2022-12-17,EPI_ISL_16334606,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/LY-2612/2022|EPI_ISL_16334607|2022-12-17,2022-12-17,EPI_ISL_16334607,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/LY-2613/2022|EPI_ISL_16334608|2022-12-17,2022-12-17,EPI_ISL_16334608,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-1/2022|EPI_ISL_16334609|2022-12-21,2022-12-21,EPI_ISL_16334609,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-3/2022|EPI_ISL_16334610|2022-12-21,2022-12-21,EPI_ISL_16334610,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-4/2022|EPI_ISL_16334611|2022-12-21,2022-12-21,EPI_ISL_16334611,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-5/2022|EPI_ISL_16334612|2022-12-21,2022-12-21,EPI_ISL_16334612,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-11/2022|EPI_ISL_16334613|2022-12-22,2022-12-22,EPI_ISL_16334613,Fujian,22B (Omicron),BA.5.2.49,22B,Omicron
hCoV-19/Fujian/FPCDCP-12/2022|EPI_ISL_16334614|2022-12-22,2022-12-22,EPI_ISL_16334614,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-13/2022|EPI_ISL_16334615|2022-12-22,2022-12-22,EPI_ISL_16334615,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-14/2022|EPI_ISL_16334616|2022-12-22,2022-12-22,EPI_ISL_16334616,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FPCDCP-15/2022|EPI_ISL_16334617|2022-12-22,2022-12-22,EPI_ISL_16334617,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-17/2022|EPI_ISL_16334618|2022-12-22,2022-12-22,EPI_ISL_16334618,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FPCDCP-21/2022|EPI_ISL_16334619|2022-12-22,2022-12-22,EPI_ISL_16334619,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-22/2022|EPI_ISL_16334620|2022-12-22,2022-12-22,EPI_ISL_16334620,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-23/2022|EPI_ISL_16334621|2022-12-22,2022-12-22,EPI_ISL_16334621,Fujian,22B (Omicron),BA.5.2.49,22B,Omicron
hCoV-19/Fujian/FPCDCP-24/2022|EPI_ISL_16334622|2022-12-22,2022-12-22,EPI_ISL_16334622,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-25/2022|EPI_ISL_16334623|2022-12-22,2022-12-22,EPI_ISL_16334623,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-26/2022|EPI_ISL_16334624|2022-12-22,2022-12-22,EPI_ISL_16334624,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-31/2022|EPI_ISL_16334625|2022-12-21,2022-12-21,EPI_ISL_16334625,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-32/2022|EPI_ISL_16334626|2022-12-21,2022-12-21,EPI_ISL_16334626,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-33/2022|EPI_ISL_16334627|2022-12-21,2022-12-21,EPI_ISL_16334627,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-34/2022|EPI_ISL_16334628|2022-12-21,2022-12-21,EPI_ISL_16334628,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-35/2022|EPI_ISL_16334629|2022-12-21,2022-12-21,EPI_ISL_16334629,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FPCDCP-36/2022|EPI_ISL_16334630|2022-12-21,2022-12-21,EPI_ISL_16334630,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FPCDCP-42/2022|EPI_ISL_16334631|2022-12-22,2022-12-22,EPI_ISL_16334631,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-44/2022|EPI_ISL_16334632|2022-12-22,2022-12-22,EPI_ISL_16334632,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-45/2022|EPI_ISL_16334633|2022-12-22,2022-12-22,EPI_ISL_16334633,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Zhejiang/ZPCDCP-HZWAP/2022|EPI_ISL_16337105|2022-12-21,2022-12-21,EPI_ISL_16337105,Zhejiang,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Zhejiang/ZPCDCP-HSXQX/2022|EPI_ISL_16337107|2022-12-21,2022-12-21,EPI_ISL_16337107,Zhejiang,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Zhejiang/ZPCDCP-HSWDM/2022|EPI_ISL_16337110|2022-12-21,2022-12-21,EPI_ISL_16337110,Zhejiang,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Zhejiang/ZPCDCP-ZSSSF/2022|EPI_ISL_16337114|2022-12-14,2022-12-14,EPI_ISL_16337114,Zhejiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Zhejiang/ZPCDCP-ZSLGP/2022|EPI_ISL_16337115|2022-12-14,2022-12-14,EPI_ISL_16337115,Zhejiang,22B (Omicron),BA.5.2.49,22B,Omicron
hCoV-19/Zhejiang/ZPCDCP-ZSSQF/2022|EPI_ISL_16337116|2022-12-14,2022-12-14,EPI_ISL_16337116,Zhejiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Zhejiang/ZPCDCP-JHXYY/2022|EPI_ISL_16337125|2022-12-21,2022-12-21,EPI_ISL_16337125,Zhejiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Zhejiang/ZPCDCP-JHFC/2022|EPI_ISL_16337142|2022-12-21,2022-12-21,EPI_ISL_16337142,Zhejiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Zhejiang/ZPCDCP-JHWMJ/2022|EPI_ISL_16337214|2022-12-21,2022-12-21,EPI_ISL_16337214,Zhejiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Zhejiang/ZPCDCP-JHSAY/2022|EPI_ISL_16337215|2022-12-21,2022-12-21,EPI_ISL_16337215,Zhejiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Beijing/CPL-12-71/2022|EPI_ISL_16468016|2022-12-21,2022-12-21,EPI_ISL_16468016,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-72/2022|EPI_ISL_16468017|2022-12-22,2022-12-22,EPI_ISL_16468017,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-74/2022|EPI_ISL_16468018|2022-12-23,2022-12-23,EPI_ISL_16468018,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-75/2022|EPI_ISL_16468019|2022-12-23,2022-12-23,EPI_ISL_16468019,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-76/2022|EPI_ISL_16468020|2022-12-23,2022-12-23,EPI_ISL_16468020,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-77/2022|EPI_ISL_16468021|2022-12-23,2022-12-23,EPI_ISL_16468021,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-78/2022|EPI_ISL_16468022|2022-12-23,2022-12-23,EPI_ISL_16468022,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-79/2022|EPI_ISL_16468023|2022-12-23,2022-12-23,EPI_ISL_16468023,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-80/2022|EPI_ISL_16468024|2022-12-23,2022-12-23,EPI_ISL_16468024,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-82/2022|EPI_ISL_16468026|2022-12-23,2022-12-23,EPI_ISL_16468026,Beijing,22B (Omicron),BA.5.1,22B,Omicron
hCoV-19/Beijing/CPL-12-83/2022|EPI_ISL_16468027|2022-12-23,2022-12-23,EPI_ISL_16468027,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-84/2022|EPI_ISL_16468028|2022-12-25,2022-12-25,EPI_ISL_16468028,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-87/2022|EPI_ISL_16468029|2022-12-19,2022-12-19,EPI_ISL_16468029,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-88/2022|EPI_ISL_16468030|2022-12-19,2022-12-19,EPI_ISL_16468030,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-89/2022|EPI_ISL_16468031|2022-12-19,2022-12-19,EPI_ISL_16468031,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-90/2022|EPI_ISL_16468032|2022-12-19,2022-12-19,EPI_ISL_16468032,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-91/2022|EPI_ISL_16468033|2022-12-19,2022-12-19,EPI_ISL_16468033,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-92/2022|EPI_ISL_16468034|2022-12-19,2022-12-19,EPI_ISL_16468034,Beijing,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Beijing/CPL-12-93/2022|EPI_ISL_16468035|2022-12-19,2022-12-19,EPI_ISL_16468035,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-94/2022|EPI_ISL_16468036|2022-12-19,2022-12-19,EPI_ISL_16468036,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-95/2022|EPI_ISL_16468037|2022-12-19,2022-12-19,EPI_ISL_16468037,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-96/2022|EPI_ISL_16468038|2022-12-19,2022-12-19,EPI_ISL_16468038,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-97/2022|EPI_ISL_16468039|2022-12-22,2022-12-22,EPI_ISL_16468039,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-99/2022|EPI_ISL_16468040|2022-12-26,2022-12-26,EPI_ISL_16468040,Beijing,22B (Omicron),BA.5.1,22B,Omicron
hCoV-19/Beijing/CPL-12-100/2022|EPI_ISL_16468041|2022-12-26,2022-12-26,EPI_ISL_16468041,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-101/2022|EPI_ISL_16468042|2022-12-26,2022-12-26,EPI_ISL_16468042,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-102/2022|EPI_ISL_16468043|2022-12-26,2022-12-26,EPI_ISL_16468043,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-103/2022|EPI_ISL_16468044|2022-12-19,2022-12-19,EPI_ISL_16468044,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-104/2022|EPI_ISL_16468045|2022-12-19,2022-12-19,EPI_ISL_16468045,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-105/2022|EPI_ISL_16468046|2022-12-19,2022-12-19,EPI_ISL_16468046,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-106/2022|EPI_ISL_16468047|2022-12-19,2022-12-19,EPI_ISL_16468047,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-107/2022|EPI_ISL_16468048|2022-12-19,2022-12-19,EPI_ISL_16468048,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-108/2022|EPI_ISL_16468049|2022-12-19,2022-12-19,EPI_ISL_16468049,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-109/2022|EPI_ISL_16468050|2022-12-19,2022-12-19,EPI_ISL_16468050,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-110/2022|EPI_ISL_16468051|2022-12-19,2022-12-19,EPI_ISL_16468051,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-111/2022|EPI_ISL_16468052|2022-12-19,2022-12-19,EPI_ISL_16468052,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-112/2022|EPI_ISL_16468053|2022-12-19,2022-12-19,EPI_ISL_16468053,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-113/2022|EPI_ISL_16468054|2022-12-19,2022-12-19,EPI_ISL_16468054,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-115/2022|EPI_ISL_16468055|2022-12-19,2022-12-19,EPI_ISL_16468055,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-116/2022|EPI_ISL_16468056|2022-12-19,2022-12-19,EPI_ISL_16468056,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-117/2022|EPI_ISL_16468057|2022-12-19,2022-12-19,EPI_ISL_16468057,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-118/2022|EPI_ISL_16468058|2022-12-19,2022-12-19,EPI_ISL_16468058,Beijing,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Beijing/CPL-12-119/2022|EPI_ISL_16468059|2022-12-19,2022-12-19,EPI_ISL_16468059,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-120/2022|EPI_ISL_16468060|2022-12-19,2022-12-19,EPI_ISL_16468060,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-121/2022|EPI_ISL_16468061|2022-12-19,2022-12-19,EPI_ISL_16468061,Beijing,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Beijing/CPL-12-126/2022|EPI_ISL_16468063|2022-12-26,2022-12-26,EPI_ISL_16468063,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-127/2022|EPI_ISL_16468064|2022-12-26,2022-12-26,EPI_ISL_16468064,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-128/2022|EPI_ISL_16468065|2022-12-26,2022-12-26,EPI_ISL_16468065,Beijing,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Beijing/CPL-12-129/2022|EPI_ISL_16468066|2022-12-26,2022-12-26,EPI_ISL_16468066,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-130/2022|EPI_ISL_16468067|2022-12-26,2022-12-26,EPI_ISL_16468067,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-131/2022|EPI_ISL_16468068|2022-12-22,2022-12-22,EPI_ISL_16468068,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-132/2022|EPI_ISL_16468069|2022-12-26,2022-12-26,EPI_ISL_16468069,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-134/2022|EPI_ISL_16468070|2022-12-26,2022-12-26,EPI_ISL_16468070,Beijing,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Beijing/CPL-12-135/2022|EPI_ISL_16468071|2022-12-26,2022-12-26,EPI_ISL_16468071,Beijing,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Beijing/CPL-12-136/2022|EPI_ISL_16468072|2022-12-26,2022-12-26,EPI_ISL_16468072,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-137/2022|EPI_ISL_16468073|2022-12-26,2022-12-26,EPI_ISL_16468073,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-138/2022|EPI_ISL_16468074|2022-12-26,2022-12-26,EPI_ISL_16468074,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-139/2022|EPI_ISL_16468075|2022-12-26,2022-12-26,EPI_ISL_16468075,Beijing,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Beijing/CPL-12-141/2022|EPI_ISL_16468076|2022-12-23,2022-12-23,EPI_ISL_16468076,Beijing,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Beijing/CPL-12-143/2022|EPI_ISL_16468077|2022-12-22,2022-12-22,EPI_ISL_16468077,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/CPL-12-144/2022|EPI_ISL_16468078|2022-12-23,2022-12-23,EPI_ISL_16468078,Beijing,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Beijing/CPL-12-146/2022|EPI_ISL_16468080|2022-12-22,2022-12-22,EPI_ISL_16468080,Beijing,22B (Omicron),BF.7.14,22B,Omicron
